Feature,3300044942_P34SSC2_190917_f,3300044943_P34SSC2_190917_i,3300044944_P34SSC2_190917_c,3300044945_P34SSC2_191111_f,3300045458_P15SSC1_190915_i,3300045459_P15SSC1_191107_f,3300045460_P15SSC1_191107_i,3300045461_P24SSC2_190915_c,3300045462_P24SSC2_190915_f,3300045463_P24SSC2_190915_i,3300045464_P24SSC2_191109_c,3300045465_P24SSC2_191109_i,3300045466_P26SSC2_190918_c,3300045467_P26SSC2_190918_f,3300045468_P26SSC2_190918_i,3300045469_P26SSC2_191112_c,3300045470_P26SSC2_191112_f,3300045471_P35SSC1_191108_f,3300045472_P35SSC1_191108_i,3300045473_P26SSC2_191112_i,3300046191_P34SSC2_191111_c,3300048051_P15SSCI_191107_c,3300048052_P35SSC1_190914_c,3300048053_P35SSC1_190914_i,3300048054_P35SSC1_191108_c,3300048092_P11SSC1_190916_c,3300048093_P11SSC1_190916_f,3300048094_P11SSC1_190916_i,3300048095_P11SSC1_191119_f,3300048096_P11SSC1_191119_i,3300048099_P15SSC1_190912_c,3300048100_P15SSC1_190913_f
KO:K08722,62,0,0,9,16,0,0,0,26,12,0,0,0,16,0,0,33,75,0,0,0,0,0,0,0,13,31,0,20,0,0,0
KO:K08724,0,0,0,0,0,44,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0
KO:K08738,1223,1060,212,15,324,24,169,252,771,469,45,96,287,298,33,108,132,132,352,86,60,0,11,29,0,254,544,507,157,94,384,974
KO:K08744,250,47,37,7,99,33,51,5,160,36,31,58,0,152,23,21,72,119,106,29,21,0,0,0,3,40,46,30,49,43,42,98
KO:K08762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
KO:K08764,51,18,12,13,39,0,0,10,38,16,0,0,0,13,18,0,33,36,0,0,0,0,0,0,0,20,43,0,0,0,29,19
KO:K08770,1828,594,675,538,799,729,863,815,1585,1489,459,474,255,940,304,826,780,519,378,885,255,9,135,22,139,427,576,296,140,233,578,527
KO:K08776,26,21,0,4,54,11,0,0,25,18,0,0,0,22,0,0,14,30,5,20,4,0,0,0,0,54,23,78,40,43,9,48
KO:K08777,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08793,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
KO:K08794,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0
KO:K08799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
KO:K08819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
KO:K08826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
KO:K08827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
KO:K08838,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08843,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08848,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
KO:K08853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K08866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
KO:K08867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08869,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08870,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08874,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
KO:K08884,5971,2400,1647,423,11897,262,3253,1194,18198,10810,1115,328,2502,3161,164,696,1635,1547,1393,1705,760,60,104,123,71,2176,2426,1588,1819,1074,5705,2011
KO:K08900,12,0,0,0,19,0,7,0,0,2671,0,0,0,5,0,0,11,5,0,0,0,0,0,0,0,0,0,5,0,7,0,23
KO:K08906,45,0,0,0,0,0,0,0,17,0,0,0,0,11,0,0,0,20,19,0,0,0,0,0,0,0,58,61,0,0,0,11
KO:K08913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
KO:K08926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0
KO:K08927,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0
KO:K08930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0
KO:K08940,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0
KO:K08941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
KO:K08942,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
KO:K08943,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0
KO:K08944,0,0,0,0,172,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0
KO:K08945,0,0,0,0,128,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0
KO:K08946,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0
KO:K08947,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0
KO:K08948,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0
KO:K08949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0
KO:K08950,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
KO:K08951,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0
KO:K08952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
KO:K08953,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0
KO:K08954,0,0,0,0,337,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,0,0,0,0,0,0,0,0,0,0
KO:K08955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
KO:K08956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08963,166,60,36,24,86,7,0,9,96,73,32,0,25,82,0,66,79,39,53,41,20,48,0,0,0,125,91,95,79,58,36,99
KO:K08964,78,57,25,5,22,0,0,10,20,48,0,0,61,49,0,69,41,90,101,21,24,0,11,14,9,5,26,16,10,0,20,5
KO:K08965,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08967,153,83,38,0,25,0,7,12,90,53,0,0,46,65,0,50,86,97,99,66,36,0,11,19,9,5,35,44,29,24,20,25
KO:K08969,0,31,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
KO:K08970,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0
KO:K08972,216,2452,126,74,132,37,34,36,70,53,12,24,112,73,0,3881,58,31,75,53,9226,80,0,0,8,180,199,267,11850,7964,41,117
KO:K08973,76,9,0,0,79,0,0,0,13,32,0,0,0,9,13,15,0,8,22,0,17,130,0,7,0,15,17,38,0,0,0,36
KO:K08974,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,0,0
KO:K08975,41,10,22,0,0,0,0,12,7,0,0,17,17,10,0,96,34,33,3,50,4,0,0,0,7,0,7,0,10,0,8,0
KO:K08976,16,30,0,3,21,0,0,0,12,9,0,0,40,5,0,3,0,4,0,19,6,0,0,0,3,9,18,10,0,5,9,0
KO:K08977,0,0,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,9,12,15,0,5
KO:K08978,16,0,0,0,16,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,8,6,7,0,0,21,0
KO:K08979,9,3,7,5,0,0,0,0,0,0,0,0,0,0,0,39,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08980,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0
KO:K08981,3,6,0,0,16,0,16,9,0,14,14,7,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,9
KO:K08982,201,0,0,0,15,0,0,0,12,0,0,7,0,19,0,7,0,5,0,0,6,0,0,0,0,0,218,152,16,6,0,0
KO:K08983,16,9,0,35,20,26,34,0,20,14,0,9,12,6,40,24,33,7,26,86,31,0,0,0,0,17,50,8,53,32,36,24
KO:K08984,32,6,8,9,48,0,0,0,0,5,17,0,16,8,0,0,12,23,31,270,40,0,0,0,0,8,64,19,23,23,12,18
KO:K08985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08986,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08987,10,0,0,0,6,0,0,0,97,0,0,0,0,0,0,12,258,12,6,119,6,0,0,0,0,0,0,0,0,20,0,14
KO:K08988,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,12,2,0,0,0,5
KO:K08989,30,9,0,0,0,0,0,13,0,4,0,0,0,13,0,7,0,0,4,0,0,0,0,0,0,18,0,5,8,0,5,0
KO:K08992,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08993,5,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,25,14,0,0,0,0,0,0,0,0,0,0,0,0
KO:K08994,0,12,4,0,89,0,0,11,14,0,0,0,0,0,0,0,0,16,44,7,0,0,0,3,0,0,11,7,6,0,0,41
KO:K08995,1166,487,411,3289,706,1396,1841,244,647,2021,4181,27957,328,479,3086,5976,7936,3540,3563,8311,3627,173,46,13,872,82,381,129,2555,2538,88,236
KO:K08996,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
KO:K08997,3,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,8
KO:K08998,706,294,26,24,147,244,48,7,444,235,261,152,33,113,30,33,137,176,313,128,16,131,0,67,4,237,2921,198,115,280,164,540
KO:K08999,1413,654,370,151,305,134,133,219,1046,673,182,70,317,523,74,356,24662,419,427,506,277,183,30,16,2,318,576,482,363,298,170,430
KO:K09000,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09001,244,76,4,17,203,0,9,0,170,79,0,0,0,19,29,0,4,51,234,12,0,0,0,28,0,92,149,110,20,55,75,189
KO:K09002,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
KO:K09003,26,0,3,0,0,0,0,13,38,7,0,0,0,17,0,0,0,0,9,11,0,0,0,0,0,9,0,0,6,0,4,2267
KO:K09004,179,35,3,14,57,17,0,36,84,77,0,0,16,25,0,5,8,35,4,0,5,0,0,0,0,28,175,147,91,32,24,70
KO:K09005,205,171,38,5,123,0,0,4,52,164,25,0,0,10,0,0,13,40,83,5,17,0,0,0,2,54,117,67,72,28,86,362
KO:K09007,689,271,88,160,305,16,22,107,394,216,116,54,116,159,44,134,121,293,241,96,71,0,8,7,10,143,329,177,168,106,122,318
KO:K09009,0,0,0,0,3,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
KO:K09011,5,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,9,0,0,0,0,0,9,0,0,0,16,3
KO:K09012,47,18,0,5,16,0,0,0,0,0,0,0,0,33,15,10,79,12,18,35,8,0,0,0,0,28,38,12,75,41,13,0
KO:K09013,3368,517,370,2539,1302,2085,1887,464,1339,432,3556,1919,228,1583,709,2149,5664,2289,428,2548,1586,76,10,19,116,551,963,344,3959,3083,410,757
KO:K09014,9372,1600,1166,6462,3677,14320,5232,727,3907,1558,9782,4274,1254,4725,2805,6813,11073,6817,1463,6638,4217,412,119,85,429,1411,2354,1052,9316,6853,1009,1975
KO:K09015,2411,278,167,1175,621,906,679,121,989,205,1725,874,144,814,366,590,1688,1535,168,1273,890,37,0,4,87,316,573,174,2246,1952,232,432
KO:K09016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09017,49,8,3,7,18,0,0,12,56,5,0,0,0,25,0,6,68,75,83,34,0,0,0,8,0,35,20,30,5,0,11,15
KO:K09018,423,12,17,38,63,0,0,41,89,5,0,0,28,33,0,0,2,0,0,0,6,0,0,0,0,39,252,53,55,18,0,4
KO:K09019,66,15,0,2,91,27,0,5,68,15,157,56,0,4,0,0,6,39,13,41,5,0,4,0,0,79,47,37,7,23,20,31
KO:K09020,87,21,22,6,13,0,0,6,17,17,232,115,0,50,0,579,24,137,15,15,8,6,0,3,0,14,5,16,28,0,3,12
KO:K09021,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,3,3,7
KO:K09022,769,226,89,53,263,22,20,59,487,387,52,28,65,330,0,72,159,321,182,73,87,0,0,18,14,170,261,225,110,196,111,225
KO:K09023,30,4,0,6,0,0,0,0,20,0,0,11,0,7,0,0,0,0,0,8,4,0,0,0,0,6,13,4,12,0,3,0
KO:K09024,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,5
KO:K09031,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09043,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09051,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
KO:K09062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09065,236,10,0,0,87,0,0,0,145,0,0,24,0,78,0,0,0,83,12,0,0,0,0,0,0,23,196,32,46,0,0,22
KO:K09117,2111,914,231,122,960,506,133,240,817,793,700,143,183,579,23,104,528,607,289,674,82,77,18,11,30,506,1018,638,469,6653,477,1632
KO:K09118,297,205,82,44,243,377,186,23,51,202,483,355,20,156,44,16,93,109,139,516,58,3,0,8,0,192,128,185,141,185,98,325
KO:K09120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09121,144,47,55,14,67,0,0,4,28,5,11,0,10,103,0,77,64,22,115,60,32,0,0,0,0,13,66,79,10,20,39,82
KO:K09122,15,0,11,23,10,0,0,0,17,8,0,0,0,0,0,5,0,0,6,1,12,0,0,0,0,0,18,16,12,14,0,13
KO:K09123,252,93,73,7,123,0,0,36,43,32,11,0,0,49,11,40,89,104,19,9,24,0,9,4,4,50,109,65,73,22,37,50
KO:K09124,13,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09125,7538,112,20,21,82,0,7,42,121,108,6,3,0,53,0,41,37,85,21,16,7,0,0,0,0,17,33,204,5259,17,0,23
KO:K09127,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0
KO:K09128,567,26,30,10,80,0,0,0,53,23,0,0,0,51,0,5,50,20,13,0,5,0,7,0,0,3,25,40,48,20,11,7
KO:K09129,62,3,7,0,5,0,0,0,11,0,0,0,0,3,0,5,0,0,4,0,0,0,0,0,0,10,70,131,6,17,0,0
KO:K09131,48,28,0,0,17,0,0,3,23,5,0,8,0,30,0,24,34,0,56,0,5,22,0,0,0,46,85,53,38,9,43,31
KO:K09132,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
KO:K09134,176,141,25,27,55,0,15,10,47,48,15,3,37,76,12,15,73,139,92,76,48,308,7,0,0,69,136,95,74,98,33,55
KO:K09136,88,31,3,0,133,0,0,0,34,4,0,0,0,3,0,0,0,6,4,149,0,137,0,7,0,20,108,135,15,16,49,45
KO:K09137,8,0,6,0,52,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,10,4,4,0,0,0
KO:K09139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09140,29,0,9,0,0,0,0,0,12,0,0,0,0,0,0,14,0,11,3,0,0,0,3,0,0,0,0,0,0,696,0,0
KO:K09141,4,0,0,0,0,0,0,0,0,12,0,0,95,6,0,0,0,0,0,0,0,0,0,0,0,14,8,3,4,9,37,0
KO:K09142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09143,89,31,29,6,36,0,0,11,84,20,53,15,0,52,20,43,63,39,7,58,11,0,0,0,0,13,54,28,58,51,8,52
KO:K09144,33,0,0,10,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,18,0,0,2
KO:K09146,0,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09147,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
KO:K09152,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09153,15,4,0,0,16,0,0,0,0,5,0,79,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0
KO:K09154,3,3,0,0,10,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0
KO:K09155,20,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,94,134,0,4,0,0
KO:K09157,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0
KO:K09158,319,84,0,0,65,0,0,8,377,27,0,0,14,50,16,0,66,143,227,67,16,0,0,32,0,47,95,74,65,26,0,103
KO:K09159,491,174,11,7,104,0,0,12,285,79,28,3,0,42,0,0,9,83,140,22,9,0,0,25,0,29,185,97,51,0,0,173
KO:K09160,49,11,0,7,14,0,0,0,4,0,0,0,0,0,0,15,0,11,27,0,2,0,0,0,0,3,5,8,0,4,10,6
KO:K09161,11,5,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09162,355,74,14,19,131,56,41,29,164,70,130,34,65,226,0,157,144,144,136,113,58,0,0,0,0,36,243,86,163,149,35,107
KO:K09163,67,4,0,5,6,14,5,0,15,4,0,19,0,12,0,0,0,15,0,0,4,0,0,0,0,0,0,0,4,6,0,50
KO:K09164,127,59,6,103,88,0,0,0,75,58,23,14,0,123,0,7,32,72,29,8,305,0,0,0,27,8,29,13,160,230,4,8
KO:K09165,425,245,135,92,114,177,125,213,549,368,82,88,238,197,58,285,221,135,136,298,211,107,10,0,38,184,227,334,283,350,149,309
KO:K09166,124,17,0,11,39,0,0,0,20,33,20,0,8,19,0,13,0,22,42,38,20,6,0,0,0,6,51,12,52,29,0,5
KO:K09167,15,0,0,0,18,0,15,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
KO:K09173,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09175,6,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09181,551,116,30,0,101,27,0,24,241,77,23,9,25,134,0,41,19,37,36,62,52,0,0,0,0,138,950,521,127,61,77,147
KO:K09184,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0
KO:K09190,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
KO:K09201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
KO:K09202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K09228,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09244,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09250,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09251,52,26,12,0,0,0,10,0,5,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,16,30,25,15,50,12,0
KO:K09252,396,321,193,21,831,0,31,209,509,508,308,0,335,415,0,18,44,116,273,172,67,0,4,4,3,353,126,218,84,9,741,260
KO:K09260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09265,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09270,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09274,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09275,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
KO:K09286,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KO:K09313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
KO:K09377,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
KO:K09378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
KO:K09384,10,0,4,0,7,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
KO:K09386,113,81,6,11,50,0,0,9,7,51,20,0,18,34,0,19,14,0,10,20,2,0,0,0,0,80,73,69,27,5,4,49
KO:K09419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
KO:K09422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K09425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
KO:K09456,14,97,0,0,61,5,0,3,83,42,5,7,0,5,0,0,4,0,189,24,0,0,0,30,0,15,12,35,16,4,61,348
KO:K09457,830,362,118,83,121,0,13,85,251,202,17,0,29,515,20,15,241,375,128,106,23,85,6,4,1,84,199,109,278,74,57,99
KO:K09458,5148,2086,588,317,2154,943,386,711,2652,2243,1759,528,618,1307,139,443,1524,1356,1216,1066,406,115,17,85,4,1743,2327,1852,1246,1304,1281,2775
KO:K09459,357,54,71,63,31,11,0,78,156,55,19,0,122,189,22,4,178,176,0,44,19,0,0,0,5,124,187,81,74,74,16,16
KO:K09461,57,6,0,0,71,0,6,8,24,10,0,27,0,27,11,7,0,0,4,5,18,0,0,0,0,11,18,24,11,12,18,58
KO:K09467,0,0,0,0,0,0,10,0,6,0,0,81,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0
KO:K09471,107,199,5,0,125,0,0,0,176,85,16,0,0,8,0,0,0,23,443,0,0,0,0,66,0,63,10,131,14,0,6,148
KO:K09472,18,5,0,6,4,0,0,0,4,0,0,0,0,4,0,0,0,15,24,24,5,0,0,0,0,0,5,4,0,0,4,47
KO:K09473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
KO:K09474,18,20,11,0,9,0,0,0,59,5,0,0,0,4,0,0,3,4,0,0,0,0,0,0,0,35,70,21,0,0,9,11
